gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
male,0,no,no,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.55,1252.85
female,1,yes,no,50,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month-to-month,no,bank_transfer_(automatic),108.75,5431.9
female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),83.3,6042.7
male,0,yes,no,49,no,no_phone_service,dsl,no,yes,no,no,yes,yes,two_year,no,credit_card_(automatic),49.65,2409.9
female,0,yes,yes,9,yes,no,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,electronic_check,75.85,647.5
male,0,yes,yes,22,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,mailed_check,100.05,2090.25
female,0,yes,no,14,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,78.1,1122.4
male,1,yes,no,33,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),109.9,3694.7
male,0,yes,yes,6,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.4,153.3
female,1,yes,yes,34,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,mailed_check,79.6,2718.3
male,0,no,no,37,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month-to-month,no,bank_transfer_(automatic),98.8,3475.55
female,0,no,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one_year,no,credit_card_(automatic),60.5,3870.0
male,1,no,no,11,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank_transfer_(automatic),60.25,662.95
female,0,yes,yes,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,18.8,255.55
female,0,yes,no,63,yes,no,fiber_optic,no,yes,no,no,yes,yes,one_year,yes,electronic_check,96.0,6109.75
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,68.65,68.65
male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,50.65,50.65
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.5,19.5
female,0,yes,yes,24,no,no_phone_service,dsl,yes,yes,yes,yes,no,yes,two_year,yes,mailed_check,52.5,1208.15
female,0,no,no,12,yes,no,fiber_optic,no,yes,no,no,no,yes,month-to-month,yes,electronic_check,84.6,1017.35
female,0,yes,yes,10,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,85.95,858.6
female,0,yes,no,41,yes,no,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),104.45,4162.05
male,0,no,yes,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.75,1052.35
male,0,no,no,29,no,no_phone_service,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic_check,34.3,1004.75
male,0,yes,yes,47,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),113.45,5317.8
male,0,no,no,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,45.15,438.4
female,0,yes,yes,23,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,83.75,1849.95
female,0,yes,yes,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,210.65
female,0,no,no,62,yes,no,dsl,yes,no,no,yes,no,yes,two_year,yes,mailed_check,65.1,3846.75
male,0,no,no,38,yes,yes,fiber_optic,no,no,yes,yes,yes,no,one_year,no,bank_transfer_(automatic),95.0,3605.6
female,0,no,no,69,yes,yes,dsl,yes,yes,no,yes,no,no,two_year,yes,mailed_check,66.9,4577.9
female,0,no,no,26,yes,no,fiber_optic,yes,no,yes,yes,no,no,one_year,yes,credit_card_(automatic),87.15,2274.1
female,0,yes,yes,13,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic_check,55.95,734.35
male,0,no,no,11,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,74.55,824.75
female,1,yes,no,42,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,95.55,3930.6
male,0,yes,yes,51,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,one_year,no,electronic_check,59.3,3014.65
male,0,yes,yes,17,no,no_phone_service,dsl,yes,no,yes,no,yes,no,one_year,no,credit_card_(automatic),44.45,792.15
female,0,yes,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,mailed_check,50.45,50.45
male,1,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.8,1388.45
male,0,yes,yes,7,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,electronic_check,48.7,340.25
male,0,yes,no,56,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,electronic_check,100.55,5514.95
male,0,yes,no,16,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),73.85,1284.2
female,0,yes,yes,21,no,no_phone_service,dsl,yes,no,yes,no,yes,yes,one_year,yes,electronic_check,55.95,1157.05
male,0,no,no,16,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),19.75,294.9
male,0,yes,no,30,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,49.9,1441.95
female,1,no,no,30,yes,yes,fiber_optic,yes,yes,yes,no,no,no,month-to-month,no,credit_card_(automatic),91.7,2758.15
male,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,86.6,86.6
female,0,no,no,32,yes,yes,dsl,yes,no,no,no,yes,yes,one_year,no,mailed_check,74.75,2282.95
male,0,yes,no,29,yes,yes,fiber_optic,no,yes,yes,no,no,no,month-to-month,yes,electronic_check,85.8,2440.25
female,0,yes,yes,43,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,50.2,2169.4
male,1,no,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.3,1356.3
male,0,no,no,38,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),95.1,3691.2
male,0,no,no,9,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,24.6,190.1
female,0,yes,yes,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.55,1463.45
male,0,yes,yes,64,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,no,electronic_check,81.05,5135.35
male,0,yes,yes,68,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,1686.15
male,0,yes,no,34,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,100.05,3480.0
male,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.35,215.25
female,0,yes,no,22,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,credit_card_(automatic),80.0,1706.45
male,0,no,no,42,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,101.75,4273.45
female,0,no,yes,28,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.25,535.35
female,0,yes,no,26,yes,no,fiber_optic,no,no,no,yes,no,yes,month-to-month,no,credit_card_(automatic),85.9,2196.45
female,0,no,yes,62,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,100.15,6413.65
female,0,yes,no,70,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.8,1397.65
female,0,no,yes,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed_check,51.55,106.2
male,0,no,yes,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.25,48.35
female,0,yes,yes,23,yes,no,dsl,yes,yes,no,yes,no,no,one_year,yes,mailed_check,57.75,1282.85
male,0,yes,no,58,yes,no,dsl,no,no,yes,no,no,no,one_year,no,credit_card_(automatic),50.3,2878.55
male,0,yes,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.55,122.9
male,0,no,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.3,220.4
male,0,no,no,9,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,73.8,704.3
male,0,no,no,9,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,44.95,431.0
male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,50.8,50.8
male,0,yes,yes,69,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,no,credit_card_(automatic),95.75,6511.25
female,0,no,no,29,yes,yes,dsl,no,no,no,no,yes,yes,one_year,yes,credit_card_(automatic),71.0,2080.1
male,0,no,no,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.2,908.15
female,0,yes,yes,17,yes,yes,dsl,no,no,yes,yes,no,no,one_year,yes,mailed_check,61.95,1070.7
male,0,yes,yes,51,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.95,1222.25
female,1,yes,no,24,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),40.65,933.3
male,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.25,208.0
female,0,yes,no,22,yes,yes,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,electronic_check,79.2,1742.75
male,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),110.3,7966.9
male,0,no,no,24,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,24.6,592.65
male,0,yes,yes,7,yes,no,fiber_optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,89.75,608.8
male,1,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,74.4,74.4
male,0,yes,yes,12,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed_check,56.3,628.65
male,0,no,no,12,yes,yes,fiber_optic,no,no,yes,no,yes,no,month-to-month,yes,electronic_check,89.55,1021.75
female,0,yes,no,2,yes,no,fiber_optic,yes,no,no,yes,no,no,month-to-month,yes,electronic_check,80.15,194.55
female,0,no,no,57,yes,no,dsl,no,yes,yes,yes,yes,no,two_year,no,mailed_check,69.75,3894.4
female,1,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.35,369.6
male,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,51.55,765.5
male,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),108.4,7767.25
female,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.95,927.1
male,0,yes,no,59,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),99.5,5961.1
male,0,no,no,19,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.65,358.15
female,0,yes,yes,48,no,no_phone_service,dsl,yes,no,yes,no,no,yes,one_year,no,credit_card_(automatic),45.0,2196.3
female,0,yes,yes,53,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank_transfer_(automatic),108.25,5935.1
male,0,no,no,54,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.0,1149.65
male,0,no,yes,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.8,460.2
male,0,no,no,23,yes,yes,fiber_optic,no,no,yes,yes,yes,no,month-to-month,yes,credit_card_(automatic),96.9,2085.45
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,45.95,45.95
male,0,yes,no,20,yes,no,dsl,yes,no,no,yes,no,yes,one_year,yes,mailed_check,64.15,1274.45
male,1,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one_year,yes,electronic_check,51.0,1381.8
male,0,yes,yes,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),44.6,260.8
male,0,yes,no,5,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,24.95,100.4
female,0,no,no,4,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,70.4,281.0
female,0,no,no,31,yes,yes,dsl,yes,no,yes,yes,no,no,month-to-month,no,credit_card_(automatic),65.25,1994.3
female,0,no,no,4,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.0,303.15
male,0,no,no,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.75,141.1
female,0,yes,no,72,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.5,1502.25
male,0,yes,yes,68,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.0,1664.3
male,0,yes,yes,42,yes,no,dsl,yes,no,no,yes,no,yes,one_year,no,credit_card_(automatic),63.7,2763.35
male,0,no,no,12,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.7,1253.9
male,0,yes,yes,67,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,111.3,7482.1
female,0,no,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),20.25,538.2
female,0,yes,no,21,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,103.9,2254.2
female,0,yes,yes,50,yes,yes,dsl,yes,yes,yes,yes,no,yes,one_year,yes,bank_transfer_(automatic),80.05,4042.2
male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,44.7,93.7
female,1,yes,no,55,yes,yes,fiber_optic,no,yes,yes,yes,no,no,month-to-month,no,electronic_check,90.45,5044.8
female,1,no,no,30,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,104.1,3121.1
male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,44.9,44.9
female,1,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic_check,25.2,25.2
female,0,no,no,1,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,mailed_check,85.45,85.45
female,0,yes,yes,51,no,no_phone_service,dsl,yes,no,no,yes,no,no,two_year,no,bank_transfer_(automatic),34.2,1782.0
male,0,yes,yes,45,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,mailed_check,84.35,3858.05
female,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.65,116.85
male,0,no,yes,39,no,no_phone_service,dsl,yes,no,no,yes,yes,no,one_year,no,bank_transfer_(automatic),45.05,1790.6
female,0,yes,yes,3,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,80.3,250.05
female,0,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),112.1,7965.95
female,0,yes,yes,69,yes,yes,dsl,yes,no,no,yes,no,no,two_year,no,credit_card_(automatic),61.4,4059.85
female,1,no,no,1,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,85.0,85.0
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,mailed_check,70.6,70.6
female,1,yes,no,53,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.1,1275.6
male,0,no,yes,1,no,no_phone_service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed_check,31.35,31.35
male,0,yes,no,62,no,no_phone_service,dsl,no,no,no,yes,yes,no,two_year,yes,bank_transfer_(automatic),39.0,2337.45
female,0,yes,yes,11,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),51.0,581.7
female,0,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.25,412.55
male,1,no,no,3,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,81.35,233.7
female,0,yes,yes,22,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.25,555.4
female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.15,45.15
female,0,no,no,37,no,no_phone_service,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),40.2,1478.85
female,0,yes,no,34,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,97.65,3207.55
female,0,no,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.65,270.6
male,0,yes,yes,67,no,no_phone_service,dsl,yes,no,no,no,yes,yes,two_year,no,credit_card_(automatic),50.9,3281.65
male,0,yes,yes,24,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,24.2,609.05
male,0,no,no,49,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),106.65,5168.1
male,0,no,no,56,yes,no,dsl,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),81.8,4534.45
female,0,yes,yes,6,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,mailed_check,94.05,518.75
female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic_check,57.55,161.45
female,0,no,no,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.85,161.65
female,0,yes,no,48,no,no_phone_service,dsl,no,yes,yes,no,no,no,one_year,no,mailed_check,34.7,1604.5
male,0,yes,yes,66,yes,no,dsl,yes,yes,yes,yes,yes,no,one_year,yes,electronic_check,75.1,5013.0
female,0,no,no,31,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,yes,credit_card_(automatic),79.85,2404.15
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,80.5,80.5
female,0,yes,yes,30,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank_transfer_(automatic),66.3,1923.5
female,0,no,no,54,yes,yes,fiber_optic,no,yes,yes,no,yes,no,one_year,yes,bank_transfer_(automatic),94.75,5121.75
